,ID_SKU_VENTA,DESCR_CENDIST,DELTA
744,1036,TALCAHUANO,5.010638584
745,1036,TEMUCO,2.22E-16
746,1038,ANTOFAGASTA,0.489832515
747,1038,ARICA,-0.019985038
748,1038,CALAMA,-0.678954048
749,1038,CHILLAN,-1.642439986
750,1038,COPIAPO,0
751,1038,COQUIMBO,0.049563506
752,1038,CURAUMA,1.57523199
753,1038,ILLAPEL,-0.26373944
754,1038,IQUIQUE,0.000435236
755,1038,LLAY LLAY,-1.775370263
756,1038,LOS ANGELES,-1.765003143
757,1038,OSORNO,-0.507505698
758,1038,OVALLE,-0.111652276
759,1038,PUERTO MONTT,2.22E-16
760,1038,RANCAGUA,-1.667126679
